Prefix;Times;Long
2607:fa18:0;1;11
2607:fc10:0;1;11
2607:fc50:1;1;11
2607:fc58:1;1;11
2607:fd90:0;1;11
2607:feb0:f;1;11
2607:ff38:0;2;11
2610:0080:0;1;11
2610:0100:4;1;11
2610:0128:0;1;11
2620:0000:0;1;11
2620:0000:2;1;11
2620:0031:8;1;11
2620:0064:0;1;11
2620:007b:e;1;11
2620:007e:c;1;11
2620:008b:0;1;11
2620:0103:0;3;11
2804:0010:6;1;11
2804:049c:0;1;11
2a00:0d00:0;1;11
2a00:0d10:1;1;11
2a00:0e68:0;1;11
2a00:0ea8:0;1;11
2a00:0f10:0;4;11
2a00:0f48:1;3;11
2a00:0f88:0;2;11
2a00:1030:0;1;11
2a00:1098:0;1;11
2a00:1100:0;2;11
2a00:1158:0;789;11
2a00:1200:0;1;11
2a00:12c0:1;1;11
2a00:1328:e;1;11
2a00:1398:0;2;11
2a00:1450:4;18;11
2a00:1478:0;3;11
2a00:14b0:4;1;11
2a00:14b0:f;1;11
2a00:15f8:a;8;11
2a00:16d8:0;1;11
2a00:1768:1;1;11
2a00:1828:2;7;11
2a00:18e0:0;2;11
2a00:1910:0;1;11
2a00:19e0:3;1;11
2a00:1a30:0;2;11
2a00:1a48:7;2;11
2a00:1a90:4;1;11
2a00:1d08:1;1;11
2a00:1d48:0;1;11
2a00:1d70:c;21;11
2a00:1ed0:0;2;11
2a00:1ee0:0;1;11
2a00:2000:4;1;11
2a00:4c40:0;1;11
2a00:4e00:0;1;11
2a00:5080:0;1;11
2a00:5720:0;1;11
2a00:5ba0:8;1;11
2a00:7580:0;1;11
2a00:7a60:0;9;11
2a00:7c80:0;1;11
2a00:85c0:0;1;11
2a00:a000:0;2;11
2a00:b260:0;1;11
2a00:b580:8;4;11
2a00:b580:a;1;11
2a00:b9c0:0;1;11
2a00:bdc0:0;1;11
2a00:c1e0:0;1;11
2a00:d0c0:0;17;11
2a00:d1e0:1;1;11
2a00:d300:0;1;11
2a00:de40:0;2;11
2a00:f940:0;2;11
2a00:fa40:0;1;11
2a00:fa40:2;1;11
2a01:0030:1;1;11
2a01:0048:0;1;11
2a01:00c0:0;1;11
2a01:0111:f;3;11
2a01:0138:a;3;11
2a01:0198:0;3;11
2a01:01b0:7;2;11
2a01:01e8:e;1;11
2a01:0238:0;65;11
2a01:0238:4;22;11
2a01:0240:f;1;11
2a01:0260:0;1;11
2a01:0260:1;1;11
2a01:0300:0;1;11
2a01:0348:0;2;11
2a01:0360:0;1;11
2a01:03b0:0;16;11
2a01:03b8:1;1;11
2a01:0488:0;882;11
2a01:04a0:0;2;11
2a01:04a0:2;4;11
2a01:04d0:0;1;11
2a01:04f8:0;157;11
2a01:0578:0;2;11
2a01:05c0:0;1;11
2a01:0618:8;1;11
2a01:0648:0;4;11
2a01:0688:0;1;11
2a01:0728:0;1;11
2a01:07a0:0;1;11
2a01:07c8:0;6;11
2a01:07c8:1;1;11
2a01:07c8:a;2;11
2a01:07e0:0;1;11
2a01:0e0b:0;1;11
2a01:0e0d:0;2;11
2a01:0e34:e;2;11
2a01:0e35:1;1;11
2a01:0e35:2;4;11
2a01:0e35:8;6;11
2a01:4dc0:0;2;11
2a01:51c0:1;1;11
2a01:5200:0;1;11
2a01:5580:f;1;11
2a01:5740:0;1;11
2a01:5b40:0;1;11
2a01:6600:8;1;11
2a01:7700:0;1;11
2a01:7e00:0;15;11
2a01:7e01:0;2;11
2a01:a580:0;2;11
2a01:b000:0;1;11
2a01:c9c0:0;1;11
2a02:0108:0;1;11
2a02:0180:f;3;11
2a02:0248:0;2;11
2a02:0298:0;1;11
2a02:02e0:0;2;11
2a02:0348:0;2;11
2a02:03e0:0;1;11
2a02:04a8:a;1;11
2a02:04e8:0;1;11
2a02:05a0:1;2;11
2a02:05d8:0;1;11
2a02:06d0:0;1;11
2a02:0788:0;1;11
2a02:0790:0;6;11
2a02:0868:0;1;11
2a02:0908:1;1;11
2a02:0a00:e;1;11
2a02:0a60:0;1;11
2a02:0ad0:0;1;11
2a02:0af8:0;1;11
2a02:0b30:0;1;11
2a02:0c98:f;1;11
2a02:0cc8:0;2;11
2a02:0cd0:0;1;11
2a02:0d08:1;1;11
2a02:0d40:0;4;11
2a02:0e00:f;2;11
2a02:0ed8:4;1;11
2a02:0f28:0;1;11
2a02:0f98:0;2;11
2a02:100e:b;2;11
2a02:1628:b;1;11
2a02:1668:1;1;11
2a02:2028:0;1;11
2a02:2028:d;4;11
2a02:22f0:0;1;11
2a02:24f8:1;1;11
2a02:26f0:0;16;11
2a02:27d0:0;1;11
2a02:2970:1;1;11
2a02:29e8:0;1;11
2a02:2b88:0;2;11
2a02:74a0:a;5;11
2a02:810b:0;1;11
2a02:a81a:0;1;11
2a02:c200:0;7;11
2a02:cb40:0;1;11
2a02:d180:4;1;11
2a02:e980:0;2;11
2a03:0e40:0;1;11
2a03:2500:0;1;11
2a03:2880:f;1;11
2a03:2900:0;26;11
2a03:2a00:1;16;11
2a03:3680:0;1;11
2a03:3c00:a;4;11
2a03:4000:0;18;11
2a03:4080:0;1;11
2a03:44a0:0;1;11
2a03:4900:0;2;11
2a03:57e0:0;1;11
2a03:6f00:0;9;11
2a03:8180:1;7;11
2a03:9700:8;1;11
2a03:9800:0;1;11
2a03:b0c0:0;3;11
2a03:c980:0;2;11
2a03:e280:0;1;11
2a03:e581:0;1;11
2a04:06c0:0;1;11
2a04:4880:0;1;11
2a04:7680:0;1;11
2a04:cb41:a;1;11
2a04:d140:0;1;11
2a05:0f00:0;1;11
2a05:2880:0;1;11
2a05:3e00:0;1;11
2a05:8b81:1;1;11
2a05:d580:0;22;11
2a06:1c40:0;2;11
6c69:652d:6;1;11
da1e:2353:0;1;11
fe80:0000:0;2;11
0000:0000:00;21;12
2000:1a50:00;1;12
2001:0000:00;1;12
2001:0240:bb;1;12
2001:02e8:06;4;12
2001:0418:00;1;12
2001:0418:03;1;12
2001:0470:00;24;12
2001:0470:01;1;12
2001:0470:18;1;12
2001:0470:1f;12;12
2001:0470:51;1;12
2001:0470:6c;1;12
2001:0470:71;1;12
2001:0470:72;1;12
2001:0470:73;1;12
2001:0470:76;1;12
2001:0470:81;2;12
2001:0470:83;1;12
2001:0470:8d;1;12
2001:0470:94;1;12
2001:0470:c0;1;12
2001:0470:e2;2;12
2001:0470:f1;1;12
2001:04b0:16;1;12
2001:04f8:00;3;12
2001:04f8:ff;1;12
2001:0500:00;1;12
2001:05e8:ff;1;12
2001:0608:00;2;12
2001:0630:00;1;12
2001:0638:05;1;12
2001:0638:06;5;12
2001:0638:07;1;12
2001:0638:08;1;12
2001:0638:09;2;12
2001:0660:47;1;12
2001:0660:62;1;12
2001:0660:74;2;12
2001:067c:00;2;12
2001:067c:01;2;12
2001:067c:02;2;12
2001:067c:03;4;12
2001:067c:06;1;12
2001:067c:11;1;12
2001:067c:13;2;12
2001:067c:14;1;12
2001:067c:17;1;12
2001:067c:21;2;12
2001:067c:22;3;12
2001:067c:27;1;12
2001:067c:28;3;12
2001:0680:00;1;12
2001:0690:0a;1;12
2001:06b0:00;1;12
2001:06c8:3f;1;12
2001:06f8:09;4;12
2001:06f8:10;1;12
2001:06f8:11;1;12
2001:0700:03;2;12
2001:0720:10;1;12
2001:0720:12;1;12
2001:0720:14;1;12
2001:0780:01;2;12
2001:07a8:00;2;12
2001:07b8:06;1;12
2001:07c0:07;1;12
2001:0810:00;1;12
2001:0828:04;1;12
2001:0840:00;1;12
2001:0840:42;1;12
2001:0868:00;2;12
2001:0888:00;1;12
2001:08b0:00;1;12
2001:08b0:fa;1;12
2001:08b0:ff;1;12
2001:08d8:08;108;12
2001:08d8:09;57;12
2001:08d8:10;2314;12
2001:0910:08;1;12
2001:0978:92;1;12
2001:0981:47;1;12
2001:0a60:90;2;12
2001:0aa8:ff;1;12
2001:0ad8:21;2;12
2001:0ba8:00;1;12
2001:0bb0:0d;1;12
2001:0bc8:22;1;12
2001:0bc8:30;3;12
2001:0bc8:31;3;12
2001:0bc8:32;1;12
2001:0bc8:33;1;12
2001:0bc8:34;1;12
2001:0bc8:35;1;12
2001:0bc8:3a;1;12
2001:0bc8:3d;1;12
2001:0bd0:01;1;12
2001:0bf0:02;3;12
2001:0bf0:c0;1;12
2001:0dc0:20;1;12
2001:0e42:01;4;12
2001:1418:00;1;12
2001:1420:00;1;12
2001:1430:00;1;12
2001:14c0:10;1;12
2001:1528:01;1;12
2001:1528:02;1;12
2001:1600:00;1;12
2001:1608:00;4;12
2001:1640:00;13;12
2001:1690:00;1;12
2001:16e0:01;1;12
2001:1868:01;1;12
2001:1868:a4;1;12
2001:1890:1c;3;12
2001:1900:23;1;12
2001:1900:30;2;12
2001:19d0:03;1;12
2001:19d8:04;1;12
2001:19f0:60;1;12
2001:19f0:70;1;12
2001:1a50:00;34;12
2001:1a80:30;1;12
2001:1ab0:7e;2;12
2001:1af8:41;1;12
2001:1b30:00;1;12
2001:1b50:00;3;12
2001:1b60:00;4;12
2001:1b78:00;1;12
2001:1bc8:01;3;12
2001:4018:14;1;12
2001:4068:00;2;12
2001:40b0:75;1;12
2001:40b0:7c;1;12
2001:40b8:02;4;12
2001:40b8:11;1;12
2001:41c8:00;4;12
2001:41c9:00;1;12
2001:41d0:00;126;12
2001:41d0:01;2;12
2001:41d0:fe;1;12
2001:44b8:41;1;12
2001:4800:78;1;12
2001:4800:79;2;12
2001:4801:06;1;12
2001:4801:78;12;12
2001:4801:79;2;12
2001:4802:78;1;12
2001:4818:10;1;12
2001:4830:01;2;12
2001:4830:11;2;12
2001:4b10:00;1;12
2001:4b78:10;7;12
2001:4b78:21;1;12
2001:4b88:00;1;12
2001:4b98:0d;32;12
2001:4ba0:ca;2;12
2001:4ba0:ff;8;12
2001:4c08:20;2;12
2001:4c78:00;1;12
2001:4c80:00;1;12
2001:4ca0:00;3;12
2001:4ca0:01;1;12
2001:4ca0:4f;1;12
2001:4cb8:00;1;12
2001:4cc0:80;2;12
2001:4ce0:00;5;12
2001:4cea:00;1;12
2001:4d48:46;1;12
2001:4d48:ad;1;12
2001:4d88:10;1;12
2001:4d88:1f;2;12
2001:4d88:35;1;12
2001:4dc8:90;1;12
2001:4dd0:01;2;12
2001:4dd0:f0;2;12
2001:4dd0:f4;1;12
2001:4dd0:fe;1;12
2001:4dd0:ff;2;12
2001:b030:11;1;12
2002:0000:00;2;12
2002:2e04:5e;1;12
2002:5119:33;1;12
2002:52a5:aa;1;12
2002:55d6:1a;1;12
2002:55d6:46;1;12
2002:5fd3:1d;1;12
2002:c3d6:e7;1;12
2002:d45a:ce;1;12
2003:0002:00;2;12
2003:004e:00;1;12
2003:0054:80;1;12
2400:8900:00;5;12
2400:8901:00;2;12
2400:cb00:20;381;12
2401:2500:02;1;12
2403:1400:00;2;12
2403:3a00:01;2;12
2403:3a00:02;4;12
2403:d000:00;1;12
2404:6800:80;1;12
2404:9400:00;1;12
2405:4200:88;1;12
2406:da00:ff;5;12
2407:e700:00;1;12
2409:0010:aa;1;12
2409:8080:00;1;12
2600:0c08:20;1;12
2600:2001:00;1;12
2600:3000:24;1;12
2600:3c00:00;8;12
2600:3c01:00;7;12
2600:3c02:00;6;12
2600:3c02:e0;1;12
2600:3c03:00;10;12
2602:ffe2:00;1;12
2604:0180:00;1;12
2604:0a00:00;1;12
2604:3400:0d;3;12
2604:4300:00;1;12
2604:5800:00;1;12
2604:7c00:00;6;12
2604:8800:01;1;12
2604:9a00:20;2;12
2604:9a00:21;3;12
2604:a880:00;6;12
2604:a880:08;2;12
2605:6280:00;1;12
2605:8000:00;1;12
2605:9600:04;1;12
2605:d400:00;1;12
2605:f700:00;1;12
2607:1a00:00;1;12
2607:1b00:00;5;12
2607:4d00:00;1;12
2607:5300:00;5;12
2607:5300:01;2;12
2607:5600:00;1;12
2607:71c0:08;1;12
2607:f0b0:00;1;12
2607:f0d0:11;6;12
2607:f1c0:08;10;12
2607:f1c0:10;178;12
2607:f208:06;1;12
2607:f220:04;1;12
2607:f258:01;1;12
2607:f298:00;27;12
2607:f2d8:40;1;12
2607:f2f8:a8;1;12
2607:f3e0:00;2;12
2607:f5a0:00;1;12
2607:f740:00;2;12
2607:fa18:00;1;12
2607:fc10:00;1;12
2607:fc50:10;1;12
2607:fc58:10;1;12
2607:fd90:00;1;12
2607:feb0:ff;1;12
2607:ff38:00;2;12
2610:0080:00;1;12
2610:0100:4f;1;12
2610:0128:00;1;12
2620:0000:0c;1;12
2620:0000:2a;1;12
2620:0031:80;1;12
2620:0064:00;1;12
2620:007b:e0;1;12
2620:007e:c0;1;12
2620:008b:00;1;12
2620:0103:00;3;12
2804:0010:60;1;12
2804:049c:03;1;12
2a00:0d00:01;1;12
2a00:0d10:11;1;12
2a00:0e68:00;1;12
2a00:0ea8:01;1;12
2a00:0f10:01;4;12
2a00:0f48:10;3;12
2a00:0f88:00;2;12
2a00:1030:00;1;12
2a00:1098:00;1;12
2a00:1100:00;2;12
2a00:1158:00;789;12
2a00:1200:00;1;12
2a00:12c0:10;1;12
2a00:1328:e1;1;12
2a00:1398:00;2;12
2a00:1450:40;18;12
2a00:1478:00;2;12
2a00:1478:02;1;12
2a00:14b0:42;1;12
2a00:14b0:f0;1;12
2a00:15f8:a0;8;12
2a00:16d8:00;1;12
2a00:1768:10;1;12
2a00:1828:20;7;12
2a00:18e0:00;2;12
2a00:1910:00;1;12
2a00:19e0:30;1;12
2a00:1a30:04;2;12
2a00:1a48:78;1;12
2a00:1a48:79;1;12
2a00:1a90:40;1;12
2a00:1d08:10;1;12
2a00:1d48:00;1;12
2a00:1d70:c0;21;12
2a00:1ed0:00;2;12
2a00:1ee0:00;1;12
2a00:2000:44;1;12
2a00:4c40:00;1;12
2a00:4e00:00;1;12
2a00:5080:00;1;12
2a00:5720:05;1;12
2a00:5ba0:80;1;12
2a00:7580:00;1;12
2a00:7a60:00;9;12
2a00:7c80:00;1;12
2a00:85c0:00;1;12
2a00:a000:00;2;12
2a00:b260:00;1;12
2a00:b580:80;4;12
2a00:b580:a0;1;12
2a00:b9c0:00;1;12
2a00:bdc0:00;1;12
2a00:c1e0:00;1;12
2a00:d0c0:02;17;12
2a00:d1e0:10;1;12
2a00:d300:01;1;12
2a00:de40:00;2;12
2a00:f940:00;2;12
2a00:fa40:0a;1;12
2a00:fa40:2a;1;12
2a01:0030:1f;1;12
2a01:0048:01;1;12
2a01:00c0:00;1;12
2a01:0111:f4;3;12
2a01:0138:a0;3;12
2a01:0198:00;1;12
2a01:0198:02;1;12
2a01:0198:07;1;12
2a01:01b0:79;2;12
2a01:01e8:e1;1;12
2a01:0238:02;65;12
2a01:0238:42;13;12
2a01:0238:43;9;12
2a01:0240:fe;1;12
2a01:0260:00;1;12
2a01:0260:10;1;12
2a01:0300:00;1;12
2a01:0348:00;1;12
2a01:0348:01;1;12
2a01:0360:01;1;12
2a01:03b0:0a;16;12
2a01:03b8:10;1;12
2a01:0488:00;882;12
2a01:04a0:00;2;12
2a01:04a0:20;4;12
2a01:04d0:06;1;12
2a01:04f8:00;7;12
2a01:04f8:01;109;12
2a01:04f8:02;32;12
2a01:04f8:0d;9;12
2a01:0578:00;2;12
2a01:05c0:00;1;12
2a01:0618:80;1;12
2a01:0648:00;4;12
2a01:0688:00;1;12
2a01:0728:04;1;12
2a01:07a0:00;1;12
2a01:07c8:00;6;12
2a01:07c8:13;1;12
2a01:07c8:aa;2;12
2a01:07e0:00;1;12
2a01:0e0b:00;1;12
2a01:0e0d:00;2;12
2a01:0e34:ec;1;12
2a01:0e34:ee;1;12
2a01:0e35:13;1;12
2a01:0e35:24;1;12
2a01:0e35:2e;2;12
2a01:0e35:2f;1;12
2a01:0e35:8a;3;12
2a01:0e35:8b;3;12
2a01:4dc0:00;2;12
2a01:51c0:10;1;12
2a01:5200:07;1;12
2a01:5580:ff;1;12
2a01:5740:01;1;12
2a01:5b40:00;1;12
2a01:6600:80;1;12
2a01:7700:00;1;12
2a01:7e00:00;15;12
2a01:7e01:00;2;12
2a01:a580:00;2;12
2a01:b000:00;1;12
2a01:c9c0:00;1;12
2a02:0108:03;1;12
2a02:0180:ff;3;12
2a02:0248:00;1;12
2a02:0248:01;1;12
2a02:0298:00;1;12
2a02:02e0:03;1;12
2a02:02e0:04;1;12
2a02:0348:00;2;12
2a02:03e0:00;1;12
2a02:04a8:ac;1;12
2a02:04e8:00;1;12
2a02:05a0:1f;2;12
2a02:05d8:01;1;12
2a02:06d0:00;1;12
2a02:0788:00;1;12
2a02:0790:00;6;12
2a02:0868:00;1;12
2a02:0908:15;1;12
2a02:0a00:e0;1;12
2a02:0a60:00;1;12
2a02:0ad0:00;1;12
2a02:0af8:00;1;12
2a02:0b30:01;1;12
2a02:0c98:ff;1;12
2a02:0cc8:00;2;12
2a02:0cd0:00;1;12
2a02:0d08:10;1;12
2a02:0d40:00;4;12
2a02:0e00:ff;2;12
2a02:0ed8:44;1;12
2a02:0f28:00;1;12
2a02:0f98:00;2;12
2a02:100e:be;2;12
2a02:1628:b1;1;12
2a02:1668:10;1;12
2a02:2028:07;1;12
2a02:2028:d0;4;12
2a02:22f0:00;1;12
2a02:24f8:10;1;12
2a02:26f0:00;16;12
2a02:27d0:01;1;12
2a02:2970:10;1;12
2a02:29e8:07;1;12
2a02:2b88:00;2;12
2a02:74a0:a0;5;12
2a02:810b:00;1;12
2a02:a81a:00;1;12
2a02:c200:00;7;12
2a02:cb40:02;1;12
2a02:d180:40;1;12
2a02:e980:00;2;12
2a03:0e40:00;1;12
2a03:2500:00;1;12
2a03:2880:f0;1;12
2a03:2900:00;26;12
2a03:2a00:12;11;12
2a03:2a00:14;5;12
2a03:3680:00;1;12
2a03:3c00:a0;4;12
2a03:4000:00;18;12
2a03:4080:00;1;12
2a03:44a0:01;1;12
2a03:4900:00;2;12
2a03:57e0:00;1;12
2a03:6f00:00;9;12
2a03:8180:10;5;12
2a03:8180:14;2;12
2a03:9700:80;1;12
2a03:9800:00;1;12
2a03:b0c0:00;3;12
2a03:c980:00;2;12
2a03:e280:00;1;12
2a03:e581:00;1;12
2a04:06c0:00;1;12
2a04:4880:00;1;12
2a04:7680:0d;1;12
2a04:cb41:a5;1;12
2a04:d140:00;1;12
2a05:0f00:02;1;12
2a05:2880:00;1;12
2a05:3e00:00;1;12
2a05:8b81:10;1;12
2a05:d580:00;22;12
2a06:1c40:00;2;12
6c69:652d:65;1;12
da1e:2353:00;1;12
fe80:0000:00;2;12
0000:0000:000;21;13
2000:1a50:001;1;13
2001:0000:000;1;13
2001:0240:bb8;1;13
2001:02e8:060;1;13
2001:02e8:061;1;13
2001:02e8:062;1;13
2001:02e8:066;1;13
2001:0418:000;1;13
2001:0418:03f;1;13
2001:0470:000;21;13
2001:0470:001;1;13
2001:0470:007;2;13
2001:0470:011;1;13
2001:0470:18d;1;13
2001:0470:1f0;10;13
2001:0470:1f1;2;13
2001:0470:51e;1;13
2001:0470:6c0;1;13
2001:0470:71b;1;13
2001:0470:72b;1;13
2001:0470:73b;1;13
2001:0470:760;1;13
2001:0470:816;2;13
2001:0470:839;1;13
2001:0470:8dc;1;13
2001:0470:94d;1;13
2001:0470:c02;1;13
2001:0470:e25;1;13
2001:0470:e2a;1;13
2001:0470:f16;1;13
2001:04b0:166;1;13
2001:04f8:000;3;13
2001:04f8:fff;1;13
2001:0500:000;1;13
2001:05e8:fff;1;13
2001:0608:000;2;13
2001:0630:001;1;13
2001:0638:050;1;13
2001:0638:060;5;13
2001:0638:070;1;13
2001:0638:080;1;13
2001:0638:090;2;13
2001:0660:474;1;13
2001:0660:620;1;13
2001:0660:740;2;13
2001:067c:003;1;13
2001:067c:005;1;13
2001:067c:013;1;13
2001:067c:014;1;13
2001:067c:02a;1;13
2001:067c:02e;1;13
2001:067c:038;3;13
2001:067c:03c;1;13
2001:067c:06f;1;13
2001:067c:114;1;13
2001:067c:132;1;13
2001:067c:13b;1;13
2001:067c:140;1;13
2001:067c:174;1;13
2001:067c:21c;2;13
2001:067c:221;2;13
2001:067c:229;1;13
2001:067c:274;1;13
2001:067c:28f;3;13
2001:0680:000;1;13
2001:0690:0a0;1;13
2001:06b0:000;1;13
2001:06c8:3f0;1;13
2001:06f8:090;3;13
2001:06f8:091;1;13
2001:06f8:10e;1;13
2001:06f8:112;1;13
2001:0700:030;2;13
2001:0720:101;1;13
2001:0720:121;1;13
2001:0720:141;1;13
2001:0780:010;2;13
2001:07a8:000;2;13
2001:07b8:060;1;13
2001:07c0:070;1;13
2001:0810:000;1;13
2001:0828:042;1;13
2001:0840:000;1;13
2001:0840:424;1;13
2001:0868:000;2;13
2001:0888:000;1;13
2001:08b0:000;1;13
2001:08b0:fa1;1;13
2001:08b0:ffe;1;13
2001:08d8:080;4;13
2001:08d8:081;5;13
2001:08d8:082;3;13
2001:08d8:083;9;13
2001:08d8:084;8;13
2001:08d8:085;6;13
2001:08d8:086;14;13
2001:08d8:087;16;13
2001:08d8:088;8;13
2001:08d8:089;8;13
2001:08d8:08a;10;13
2001:08d8:08b;12;13
2001:08d8:08f;5;13
2001:08d8:090;9;13
2001:08d8:091;18;13
2001:08d8:092;8;13
2001:08d8:093;6;13
2001:08d8:094;2;13
2001:08d8:095;5;13
2001:08d8:096;5;13
2001:08d8:099;4;13
2001:08d8:100;2314;13
2001:0910:080;1;13
2001:0978:920;1;13
2001:0981:47c;1;13
2001:0a60:900;1;13
2001:0a60:901;1;13
2001:0aa8:fff;1;13
2001:0ad8:210;2;13
2001:0ba8:000;1;13
2001:0bb0:0dd;1;13
2001:0bc8:22e;1;13
2001:0bc8:302;1;13
2001:0bc8:30d;1;13
2001:0bc8:30e;1;13
2001:0bc8:317;2;13
2001:0bc8:318;1;13
2001:0bc8:324;1;13
2001:0bc8:335;1;13
2001:0bc8:345;1;13
2001:0bc8:35e;1;13
2001:0bc8:3a4;1;13
2001:0bc8:3de;1;13
2001:0bd0:010;1;13
2001:0bf0:020;1;13
2001:0bf0:024;1;13
2001:0bf0:025;1;13
2001:0bf0:c00;1;13
2001:0dc0:200;1;13
2001:0e42:010;4;13
2001:1418:001;1;13
2001:1420:000;1;13
2001:1430:000;1;13
2001:14c0:101;1;13
2001:1528:012;1;13
2001:1528:024;1;13
2001:1600:000;1;13
2001:1608:001;3;13
2001:1608:003;1;13
2001:1640:000;13;13
2001:1690:002;1;13
2001:16e0:010;1;13
2001:1868:010;1;13
2001:1868:a40;1;13
2001:1890:1c0;3;13
2001:1900:232;1;13
2001:1900:300;2;13
2001:19d0:030;1;13
2001:19d8:040;1;13
2001:19f0:600;1;13
2001:19f0:700;1;13
2001:1a50:001;34;13
2001:1a80:308;1;13
2001:1ab0:7e1;2;13
2001:1af8:410;1;13
2001:1b30:000;1;13
2001:1b50:000;3;13
2001:1b60:000;4;13
2001:1b78:000;1;13
2001:1bc8:010;3;13
2001:4018:140;1;13
2001:4068:000;2;13
2001:40b0:750;1;13
2001:40b0:7c0;1;13
2001:40b8:020;4;13
2001:40b8:110;1;13
2001:41c8:000;1;13
2001:41c8:001;1;13
2001:41c8:005;2;13
2001:41c9:000;1;13
2001:41d0:000;112;13
2001:41d0:005;12;13
2001:41d0:006;1;13
2001:41d0:009;1;13
2001:41d0:012;2;13
2001:41d0:fe2;1;13
2001:44b8:415;1;13
2001:4800:780;1;13
2001:4800:790;2;13
2001:4801:062;1;13
2001:4801:782;12;13
2001:4801:790;2;13
2001:4802:780;1;13
2001:4818:100;1;13
2001:4830:013;2;13
2001:4830:110;1;13
2001:4830:112;1;13
2001:4b10:000;1;13
2001:4b78:100;7;13
2001:4b78:210;1;13
2001:4b88:000;1;13
2001:4b98:0dc;32;13
2001:4ba0:caf;2;13
2001:4ba0:ffe;1;13
2001:4ba0:fff;7;13
2001:4c08:200;2;13
2001:4c78:008;1;13
2001:4c80:004;1;13
2001:4ca0:000;3;13
2001:4ca0:010;1;13
2001:4ca0:4f0;1;13
2001:4cb8:000;1;13
2001:4cc0:800;2;13
2001:4ce0:000;5;13
2001:4cea:004;1;13
2001:4d48:460;1;13
2001:4d48:ad5;1;13
2001:4d88:100;1;13
2001:4d88:1ff;2;13
2001:4d88:350;1;13
2001:4dc8:900;1;13
2001:4dd0:010;2;13
2001:4dd0:f00;2;13
2001:4dd0:f43;1;13
2001:4dd0:fe3;1;13
2001:4dd0:ff0;2;13
2001:b030:110;1;13
2002:0000:000;2;13
2002:2e04:5e4;1;13
2002:5119:338;1;13
2002:52a5:aa7;1;13
2002:55d6:1ab;1;13
2002:55d6:46f;1;13
2002:5fd3:1d4;1;13
2002:c3d6:e76;1;13
2002:d45a:ce8;1;13
2003:0002:000;2;13
2003:004e:001;1;13
2003:0054:801;1;13
2400:8900:000;5;13
2400:8901:000;2;13
2400:cb00:204;381;13
2401:2500:020;1;13
2403:1400:000;2;13
2403:3a00:010;2;13
2403:3a00:020;4;13
2403:d000:000;1;13
2404:6800:800;1;13
2404:9400:000;1;13
2405:4200:888;1;13
2406:da00:ff0;5;13
2407:e700:000;1;13
2409:0010:aaa;1;13
2409:8080:000;1;13
2600:0c08:200;1;13
2600:2001:000;1;13
2600:3000:240;1;13
2600:3c00:000;8;13
2600:3c01:000;7;13
2600:3c02:000;6;13
2600:3c02:e00;1;13
2600:3c03:000;10;13
2602:ffe2:009;1;13
2604:0180:000;1;13
2604:0a00:001;1;13
2604:3400:0dc;3;13
2604:4300:000;1;13
2604:5800:000;1;13
2604:7c00:001;6;13
2604:8800:010;1;13
2604:9a00:201;2;13
2604:9a00:210;3;13
2604:a880:000;6;13
2604:a880:080;2;13
2605:6280:000;1;13
2605:8000:006;1;13
2605:9600:040;1;13
2605:d400:000;1;13
2605:f700:008;1;13
2607:1a00:000;1;13
2607:1b00:000;5;13
2607:4d00:000;1;13
2607:5300:006;5;13
2607:5300:010;2;13
2607:5600:001;1;13
2607:71c0:080;1;13
2607:f0b0:000;1;13
2607:f0d0:110;6;13
2607:f1c0:080;2;13
2607:f1c0:081;1;13
2607:f1c0:082;1;13
2607:f1c0:083;3;13
2607:f1c0:084;3;13
2607:f1c0:100;178;13
2607:f208:060;1;13
2607:f220:041;1;13
2607:f258:010;1;13
2607:f298:000;27;13
2607:f2d8:400;1;13
2607:f2f8:a8c;1;13
2607:f3e0:000;2;13
2607:f5a0:000;1;13
2607:f740:000;2;13
2607:fa18:000;1;13
2607:fc10:000;1;13
2607:fc50:100;1;13
2607:fc58:100;1;13
2607:fd90:000;1;13
2607:feb0:fff;1;13
2607:ff38:000;2;13
2610:0080:000;1;13
2610:0100:4ff;1;13
2610:0128:000;1;13
2620:0000:0c1;1;13
2620:0000:2a0;1;13
2620:0031:800;1;13
2620:0064:000;1;13
2620:007b:e00;1;13
2620:007e:c08;1;13
2620:008b:000;1;13
2620:0103:000;3;13
2804:0010:605;1;13
2804:049c:031;1;13
2a00:0d00:010;1;13
2a00:0d10:114;1;13
2a00:0e68:000;1;13
2a00:0ea8:010;1;13
2a00:0f10:010;3;13
2a00:0f10:011;1;13
2a00:0f48:100;2;13
2a00:0f48:102;1;13
2a00:0f88:000;2;13
2a00:1030:000;1;13
2a00:1098:000;1;13
2a00:1100:00f;2;13
2a00:1158:000;789;13
2a00:1200:000;1;13
2a00:12c0:101;1;13
2a00:1328:e10;1;13
2a00:1398:000;2;13
2a00:1450:400;18;13
2a00:1478:002;1;13
2a00:1478:005;1;13
2a00:1478:020;1;13
2a00:14b0:420;1;13
2a00:14b0:f00;1;13
2a00:15f8:a00;8;13
2a00:16d8:000;1;13
2a00:1768:100;1;13
2a00:1828:200;7;13
2a00:18e0:000;2;13
2a00:1910:000;1;13
2a00:19e0:300;1;13
2a00:1a30:040;2;13
2a00:1a48:780;1;13
2a00:1a48:790;1;13
2a00:1a90:400;1;13
2a00:1d08:100;1;13
